playlist_id,playlist_name,playlist_img,playlist_owner_name,playlist_owner_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,analysis_url,time_signature,added_at,is_local,primary_color,added_by.href,added_by.id,added_by.type,added_by.uri,added_by.external_urls.spotify,track.artists,track.available_markets,track.disc_number,track.duration_ms,track.episode,track.explicit,track.href,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,track.album.album_type,track.album.artists,track.album.available_markets,track.album.href,track.album.id,track.album.images,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.album.external_urls.spotify,track.external_ids.isrc,track.external_urls.spotify,video_thumbnail.url,key_name,mode_name,key_mode,genre
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.643,0.825,1,-4.746,0,0.343,0.0203,4.99e-6,0.0398,0.701,97.172,5sgj1GEk590u36Ce93QGvF,https://api.spotify.com/v1/audio-analysis/5sgj1GEk590u36Ce93QGvF,4,2014-11-02T05:24:40Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,304146,FALSE,TRUE,https://api.spotify.com/v1/tracks/5sgj1GEk590u36Ce93QGvF,FALSE,Clap Back,0,NA,TRUE,12,track,spotify:track:5sgj1GEk590u36Ce93QGvF,album,,,https://api.spotify.com/v1/albums/3B20tGYZ8t3z7eDDvGKNYR,3B20tGYZ8t3z7eDDvGKNYR,,Exodus,2005-01-01,day,18,album,spotify:album:3B20tGYZ8t3z7eDDvGKNYR,https://open.spotify.com/album/3B20tGYZ8t3z7eDDvGKNYR,USDJ20301038,https://open.spotify.com/track/5sgj1GEk590u36Ce93QGvF,NA,C#,minor,C# minor,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.755,0.604,1,-5.436,1,0.417,0.382,0,0.125,0.663,98.458,5ngSGTy4Tw8cIBCMeIgoc9,https://api.spotify.com/v1/audio-analysis/5ngSGTy4Tw8cIBCMeIgoc9,4,2021-07-27T20:39:36Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,224106,FALSE,TRUE,https://api.spotify.com/v1/tracks/5ngSGTy4Tw8cIBCMeIgoc9,FALSE,Why We Thugs,1,NA,TRUE,2,track,spotify:track:5ngSGTy4Tw8cIBCMeIgoc9,album,,,https://api.spotify.com/v1/albums/359nWuHm9IGYkdTm5Xlr72,359nWuHm9IGYkdTm5Xlr72,,"Laugh Now, Cry Later",2006-01-01,day,20,album,spotify:album:359nWuHm9IGYkdTm5Xlr72,https://open.spotify.com/album/359nWuHm9IGYkdTm5Xlr72,USVI20600234,https://open.spotify.com/track/5ngSGTy4Tw8cIBCMeIgoc9,NA,C#,major,C# major,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.802,0.863,1,-3.552,1,0.2,0.0199,0,0.141,0.873,81.008,2eXlwgFPe6HgFaPJO8xQHK,https://api.spotify.com/v1/audio-analysis/2eXlwgFPe6HgFaPJO8xQHK,4,2014-11-02T05:47:32Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,219400,FALSE,TRUE,https://api.spotify.com/v1/tracks/2eXlwgFPe6HgFaPJO8xQHK,FALSE,Wanksta,63,NA,TRUE,17,track,spotify:track:2eXlwgFPe6HgFaPJO8xQHK,album,,,https://api.spotify.com/v1/albums/5G5rgQHzdQnw32SI0WjIo5,5G5rgQHzdQnw32SI0WjIo5,,Get Rich Or Die Tryin',2003-02-06,day,20,album,spotify:album:5G5rgQHzdQnw32SI0WjIo5,https://open.spotify.com/album/5G5rgQHzdQnw32SI0WjIo5,USIR10211631,https://open.spotify.com/track/2eXlwgFPe6HgFaPJO8xQHK,NA,C#,major,C# major,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.593,0.528,2,-13.055,1,0.225,0.0724,0,0.103,0.336,165.946,3qxX9RmaAXP2xZaxRld5Rh,https://api.spotify.com/v1/audio-analysis/3qxX9RmaAXP2xZaxRld5Rh,4,2022-08-29T17:31:53Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,203915,FALSE,TRUE,https://api.spotify.com/v1/tracks/3qxX9RmaAXP2xZaxRld5Rh,FALSE,Doppelganger,45,https://p.scdn.co/mp3-preview/61d1bee7518401401162a859cb0f6c000ec0c630?cid=a8779d8a1a58484abb0372638a31aa6d,TRUE,1,track,spotify:track:3qxX9RmaAXP2xZaxRld5Rh,single,,,https://api.spotify.com/v1/albums/5G2s4MqzNHNe75ULcpEY78,5G2s4MqzNHNe75ULcpEY78,,Doppelganger,2022-07-08,day,1,album,spotify:album:5G2s4MqzNHNe75ULcpEY78,https://open.spotify.com/album/5G2s4MqzNHNe75ULcpEY78,QZNJV2246384,https://open.spotify.com/track/3qxX9RmaAXP2xZaxRld5Rh,NA,D,major,D major,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-6,0.115,0.763,95.265,7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/audio-analysis/7nYvUtkQMx1v80S2FH2s9J,4,2021-10-27T00:43:32Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,248866,FALSE,TRUE,https://api.spotify.com/v1/tracks/7nYvUtkQMx1v80S2FH2s9J,FALSE,Regulate,77,NA,TRUE,1,track,spotify:track:7nYvUtkQMx1v80S2FH2s9J,album,,,https://api.spotify.com/v1/albums/2VMGv3inRLPM4GOMXf37qu,2VMGv3inRLPM4GOMXf37qu,,Regulate… G Funk Era,1994-06-07,day,18,album,spotify:album:2VMGv3inRLPM4GOMXf37qu,https://open.spotify.com/album/2VMGv3inRLPM4GOMXf37qu,USPR39401366,https://open.spotify.com/track/7nYvUtkQMx1v80S2FH2s9J,NA,B,minor,B minor,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.517,0.705,6,-8.205,0,0.364,0.0751,0,0.128,0.584,175.906,6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/audio-analysis/6Ius4TC0L3cN74HT7ENE6e,4,2016-02-02T01:42:01Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,239320,FALSE,TRUE,https://api.spotify.com/v1/tracks/6Ius4TC0L3cN74HT7ENE6e,FALSE,Wet Dreamz,3,NA,TRUE,3,track,spotify:track:6Ius4TC0L3cN74HT7ENE6e,album,,,https://api.spotify.com/v1/albums/7viNUmZZ8ztn2UB4XB3jIL,7viNUmZZ8ztn2UB4XB3jIL,,2014 Forest Hills Drive,2014-12-09,day,13,album,spotify:album:7viNUmZZ8ztn2UB4XB3jIL,https://open.spotify.com/album/7viNUmZZ8ztn2UB4XB3jIL,USQX91402592,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e,NA,F#,minor,F# minor,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.838,0.705,5,-6.131,0,0.29,0.195,0,0.336,0.837,96.643,0zaWQBwkfh9OmK77CiDmRI,https://api.spotify.com/v1/audio-analysis/0zaWQBwkfh9OmK77CiDmRI,4,2014-11-02T05:24:30Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,245093,FALSE,TRUE,https://api.spotify.com/v1/tracks/0zaWQBwkfh9OmK77CiDmRI,FALSE,Always On Time,0,NA,TRUE,5,track,spotify:track:0zaWQBwkfh9OmK77CiDmRI,album,,,https://api.spotify.com/v1/albums/4Xc3wBfUZ9yiszOrttoCXV,4Xc3wBfUZ9yiszOrttoCXV,,Pain Is Love (International Version),2001-10-29,day,17,album,spotify:album:4Xc3wBfUZ9yiszOrttoCXV,https://open.spotify.com/album/4Xc3wBfUZ9yiszOrttoCXV,USDJ20110760,https://open.spotify.com/track/0zaWQBwkfh9OmK77CiDmRI,NA,F,minor,F minor,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.833,0.568,7,-9.718,0,0.369,0.0245,0,0.308,0.817,76.725,370ktLojUErayAQjtgABN1,https://api.spotify.com/v1/audio-analysis/370ktLojUErayAQjtgABN1,4,2015-04-23T06:20:02Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,5,213280,FALSE,TRUE,https://api.spotify.com/v1/tracks/370ktLojUErayAQjtgABN1,FALSE,Welcome To Jamrock,0,NA,TRUE,18,track,spotify:track:370ktLojUErayAQjtgABN1,compilation,,,https://api.spotify.com/v1/albums/2wzq3ryowcNKuQHlU2jhNj,2wzq3ryowcNKuQHlU2jhNj,,100 Reggae,2012-01-01,day,100,album,spotify:album:2wzq3ryowcNKuQHlU2jhNj,https://open.spotify.com/album/2wzq3ryowcNKuQHlU2jhNj,USUM70502070,https://open.spotify.com/track/370ktLojUErayAQjtgABN1,NA,G,minor,G minor,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.554,0.899,8,-4.573,1,0.408,0.0521,0,0.0568,0.552,171.966,5DD9jE8Z3LvpVn2TxknJyX,https://api.spotify.com/v1/audio-analysis/5DD9jE8Z3LvpVn2TxknJyX,4,2014-11-02T06:19:11Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,227893,FALSE,FALSE,https://api.spotify.com/v1/tracks/5DD9jE8Z3LvpVn2TxknJyX,FALSE,We Own It (Fast & Furious),65,NA,TRUE,1,track,spotify:track:5DD9jE8Z3LvpVn2TxknJyX,compilation,,,https://api.spotify.com/v1/albums/0SnSqNH4ay5Ymd4Lmv4Mcr,0SnSqNH4ay5Ymd4Lmv4Mcr,,Fast & Furious 6,2013-01-01,day,12,album,spotify:album:0SnSqNH4ay5Ymd4Lmv4Mcr,https://open.spotify.com/album/0SnSqNH4ay5Ymd4Lmv4Mcr,USUM71305173,https://open.spotify.com/track/5DD9jE8Z3LvpVn2TxknJyX,NA,G#,major,G# major,hiphop
3RcRK9HGTAm9eLW1LepWKZ,Hip Hop 90's & 2000's - Classics,https://images-ak.spotifycdn.com/image/ab67706c0000bebbfeb49766e130ed110aaa4bcf,Bruno Braga,oprehblog,0.763,0.84,8,-3.704,1,0.0929,0.0346,0,0.0601,0.748,92.477,1eduDdsjMO7Or4EXnMf2iS,https://api.spotify.com/v1/audio-analysis/1eduDdsjMO7Or4EXnMf2iS,4,2014-11-02T06:05:44Z,FALSE,NA,https://api.spotify.com/v1/users/oprehblog,oprehblog,user,spotify:user:oprehblog,https://open.spotify.com/user/oprehblog,,,1,287546,FALSE,TRUE,https://api.spotify.com/v1/tracks/1eduDdsjMO7Or4EXnMf2iS,FALSE,How Do You Want It,0,NA,TRUE,5,track,spotify:track:1eduDdsjMO7Or4EXnMf2iS,album,,,https://api.spotify.com/v1/albums/4CzT5ueFBRpbILw34HQYxi,4CzT5ueFBRpbILw34HQYxi,,All Eyez On Me,1996-02-13,day,27,album,spotify:album:4CzT5ueFBRpbILw34HQYxi,https://open.spotify.com/album/4CzT5ueFBRpbILw34HQYxi,USKO10403604,https://open.spotify.com/track/1eduDdsjMO7Or4EXnMf2iS,NA,G#,major,G# major,hiphop
